# spike	reduction-dispatch-crossover
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	16
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# offline.metal	Apple metal version 32023.883 (metalfe-32023.883)
# offline.linker	AIR-LLD 32023.883 (metalfe-32023.883) (compatible with legacy metallib linker)
# offline.sdk	26.5 (25F70)
# selection.compile_flags	-target air64-apple-macos26.0 -std=metal4.0 -O2 -fmetal-math-mode=safe -fmetal-math-fp32-functions=precise -ffp-contract=off
# selection.link_flag_count	0
# device	Apple M4 Max
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# load_before	3.16 5.99 6.32
rows	contributors	elements	partitions	per_partition	strategy	encoders	widest_workgroup	threadgroup_bytes	stages	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	oracle
64	2048	131072	64	32	serial-fold	2	1	0	131072:131072:1|64:131072:2048	30	16	176.000	209.417	223.708	28.686	646.334	726.792	758.917	38.359	31.3556	34.4917	4.4697	closed-form
64	2048	131072	64	32	single-workgroup-tree	2	256	1024	131072:131072:1|16384:147456:264	30	16	149.209	183.250	200.375	17.738	307.833	354.083	392.667	28.507	10.5749	11.3889	3.0830	closed-form
64	2048	131072	64	32	multi-pass-split	3	1	0	131072:131072:1|4096:131072:32|64:4096:64	30	16	155.792	195.250	208.125	26.113	345.417	391.333	462.459	39.835	12.6417	13.0722	4.3965	closed-form
64	4096	262144	64	64	serial-fold	2	1	0	262144:262144:1|64:262144:4096	30	16	221.750	227.292	230.250	9.258	1144.458	1211.875	1241.291	35.088	61.5139	65.6389	2.9564	closed-form
64	4096	262144	64	64	single-workgroup-tree	2	256	1024	262144:262144:1|16384:278528:272	30	16	180.583	186.833	191.750	27.424	443.417	479.541	488.209	17.895	17.5223	19.5139	3.0212	closed-form
64	4096	262144	64	64	multi-pass-split	3	1	0	262144:262144:1|4096:262144:64|64:4096:64	30	16	173.792	188.292	190.417	3.695	426.792	466.375	497.375	30.028	16.8667	18.5389	2.2482	closed-form
64	8192	524288	128	64	serial-fold	2	1	0	524288:524288:1|64:524288:8192	30	16	845.708	882.125	924.958	53.590	10744.500	10793.083	10809.583	42.029	659.9195	660.7305	6.3746	closed-form
64	8192	524288	128	64	single-workgroup-tree	2	256	1024	524288:524288:1|16384:540672:288	30	16	205.083	232.291	262.209	17.762	643.667	803.333	819.459	63.772	29.2389	38.0695	5.4356	closed-form
64	8192	524288	128	64	multi-pass-split	3	1	0	524288:524288:1|8192:524288:64|64:8192:128	30	16	202.834	230.250	261.875	15.609	758.083	865.542	952.917	49.324	37.0166	42.3528	4.3289	closed-form
64	16384	1048576	128	128	serial-fold	2	1	0	1048576:1048576:1|64:1048576:16384	30	16	755.250	775.750	853.708	42.115	9618.083	9688.791	9725.750	157.919	590.8555	594.2027	13.3356	closed-form
64	16384	1048576	128	128	single-workgroup-tree	2	256	1024	1048576:1048576:1|16384:1064960:320	30	16	223.334	246.500	286.709	45.955	953.708	1066.750	1123.875	48.877	48.6916	54.6833	6.3221	closed-form
64	16384	1048576	128	128	multi-pass-split	3	1	0	1048576:1048576:1|8192:1048576:128|64:8192:128	30	16	234.458	258.417	300.875	48.084	1263.541	1381.709	1420.167	76.441	68.6055	74.8861	8.3017	closed-form
256	4	1024	2	2	serial-fold	2	1	0	1024:1024:1|256:1024:4	30	16	172.959	190.250	206.750	11.895	183.916	217.166	228.833	24.981	0.7305	1.7944	2.4584	reference-checked
256	4	1024	2	2	single-workgroup-tree	2	2	16	1024:1024:1|512:1536:4	30	16	166.917	190.083	209.584	13.831	196.250	223.625	232.625	46.775	1.9555	2.2361	4.0404	reference-checked
256	4	1024	2	2	multi-pass-split	3	1	0	1024:1024:1|512:1024:2|256:512:2	30	16	166.667	192.250	209.750	39.659	209.458	243.208	255.416	16.688	2.8527	3.3972	3.7564	reference-checked
256	16	4096	4	4	serial-fold	2	1	0	4096:4096:1|256:4096:16	30	16	167.125	185.167	214.209	33.120	203.833	227.958	237.041	22.393	2.4472	2.8527	3.7008	reference-checked
256	16	4096	4	4	single-workgroup-tree	2	8	32	4096:4096:1|2048:6144:10	30	16	166.416	182.750	197.208	29.215	209.917	232.666	237.417	8.326	2.9001	3.3277	2.5027	reference-checked
256	16	4096	4	4	multi-pass-split	3	1	0	4096:4096:1|1024:4096:4|256:1024:4	30	16	180.667	187.500	213.125	22.932	218.500	250.708	260.375	40.910	2.5222	4.2139	4.2561	reference-checked
256	32	8192	8	4	serial-fold	2	1	0	8192:8192:1|256:8192:32	30	16	161.583	182.958	192.416	8.659	230.917	262.292	274.125	31.267	4.6223	5.2889	2.6618	closed-form
256	32	8192	8	4	single-workgroup-tree	2	16	64	8192:8192:1|4096:12288:18	30	16	169.417	185.125	196.750	46.199	214.417	238.875	245.750	38.820	3.0000	3.5833	5.6680	closed-form
256	32	8192	8	4	multi-pass-split	3	1	0	8192:8192:1|2048:8192:4|256:2048:8	30	16	165.375	184.333	201.125	32.890	227.625	253.667	265.750	9.279	4.1500	4.6223	2.8113	closed-form
256	64	16384	8	8	serial-fold	2	1	0	16384:16384:1|256:16384:64	30	16	148.834	153.750	176.500	12.858	223.666	240.417	249.000	6.879	4.9888	5.7778	1.3157	closed-form
256	64	16384	8	8	single-workgroup-tree	2	32	128	16384:16384:1|8192:24576:34	30	16	131.292	154.250	187.333	28.421	232.542	259.000	269.666	33.297	6.7500	6.9833	4.1145	closed-form
256	64	16384	8	8	multi-pass-split	3	1	0	16384:16384:1|2048:16384:8|256:2048:8	30	16	148.875	160.208	184.542	14.169	236.542	254.625	262.291	35.735	5.8445	6.2945	3.3269	closed-form
256	128	32768	16	8	serial-fold	2	1	0	32768:32768:1|256:32768:128	30	16	183.625	198.042	238.834	62.641	364.875	452.458	466.375	48.616	12.0833	16.9611	7.4171	closed-form
256	128	32768	16	8	single-workgroup-tree	2	64	256	32768:32768:1|16384:49152:66	30	16	143.292	188.875	200.375	13.556	232.459	258.083	268.292	35.511	5.9445	4.6139	3.2711	closed-form
256	128	32768	16	8	multi-pass-split	3	1	0	32768:32768:1|4096:32768:8|256:4096:16	30	16	166.542	189.167	213.625	32.854	248.292	272.292	289.042	36.766	5.4500	5.5417	4.6413	closed-form
256	256	65536	16	16	serial-fold	2	1	0	65536:65536:1|256:65536:256	30	16	145.791	168.458	192.959	48.132	275.625	283.584	291.625	27.674	8.6556	7.6751	5.0537	closed-form
256	256	65536	16	16	single-workgroup-tree	2	128	512	65536:65536:1|32768:98304:130	30	16	141.958	177.833	205.000	31.517	323.291	335.208	341.500	13.864	12.0889	10.4917	3.0254	closed-form
256	256	65536	16	16	multi-pass-split	3	1	0	65536:65536:1|4096:65536:16|256:4096:16	30	16	127.125	160.542	185.375	17.435	247.166	252.208	268.750	34.312	8.0027	6.1111	3.4498	closed-form
256	1024	262144	32	32	serial-fold	2	1	0	262144:262144:1|256:262144:1024	30	16	193.083	214.042	224.500	10.022	655.291	730.292	759.834	45.449	30.8139	34.4167	3.6981	closed-form
256	1024	262144	32	32	single-workgroup-tree	2	256	1024	262144:262144:1|65536:327680:260	30	16	183.125	206.167	215.791	26.030	428.916	486.125	533.458	47.536	16.3861	18.6639	4.9044	closed-form
256	1024	262144	32	32	multi-pass-split	3	1	0	262144:262144:1|8192:262144:32|256:8192:32	30	16	191.375	208.958	217.791	23.711	464.417	548.916	591.250	39.014	18.2028	22.6639	4.1817	closed-form
256	2048	524288	64	32	serial-fold	2	1	0	524288:524288:1|256:524288:2048	30	16	189.708	196.083	202.166	8.519	928.958	1020.833	1079.792	42.981	49.2833	54.9833	3.4333	closed-form
256	2048	524288	64	32	single-workgroup-tree	2	256	1024	524288:524288:1|65536:589824:264	30	16	170.084	175.500	181.250	36.809	630.958	732.792	779.666	45.902	30.7249	37.1528	5.5140	closed-form
256	2048	524288	64	32	multi-pass-split	3	1	0	524288:524288:1|16384:524288:32|256:16384:64	30	16	170.958	177.584	184.500	5.394	633.084	733.666	809.459	64.959	30.8084	37.0721	4.6902	closed-form
256	4096	1048576	64	64	serial-fold	2	1	0	1048576:1048576:1|256:1048576:4096	30	16	233.416	285.625	294.750	12.065	1716.334	1774.958	1798.875	57.157	98.8612	99.2889	4.6148	closed-form
256	4096	1048576	64	64	single-workgroup-tree	2	256	1024	1048576:1048576:1|65536:1114112:272	30	16	216.791	243.209	254.042	37.489	961.708	1071.584	1140.208	54.413	49.6611	55.2250	6.1268	closed-form
256	4096	1048576	64	64	multi-pass-split	3	1	0	1048576:1048576:1|16384:1048576:64|256:16384:64	30	16	218.625	244.125	258.292	34.259	960.917	1054.042	1121.917	55.223	49.4861	53.9945	5.9655	closed-form
256	8192	2097152	128	64	serial-fold	2	1	0	2097152:2097152:1|256:2097152:8192	30	16	947.500	996.625	1038.458	45.398	12461.916	12543.833	12560.791	30.511	767.6277	769.8139	5.0606	closed-form
256	8192	2097152	128	64	single-workgroup-tree	2	256	1024	2097152:2097152:1|65536:2162688:288	30	16	284.042	315.792	337.583	40.587	1798.125	1913.500	1979.417	74.118	100.9389	106.5139	7.6470	closed-form
256	8192	2097152	128	64	multi-pass-split	3	1	0	2097152:2097152:1|32768:2097152:64|256:32768:128	30	16	286.084	302.000	332.500	27.877	1848.666	1965.666	2006.584	62.708	104.1721	110.9111	6.0390	closed-form
256	16384	4194304	128	128	serial-fold	2	1	0	4194304:4194304:1|256:4194304:16384	30	16	1000.583	1015.209	1086.458	32.357	13445.917	13781.792	13823.084	163.843	829.6889	851.1055	13.0800	closed-form
256	16384	4194304	128	128	single-workgroup-tree	2	256	1024	4194304:4194304:1|65536:4259840:320	30	16	356.584	388.958	419.167	22.815	3431.250	3519.000	3544.416	55.114	204.9777	208.6695	5.1953	closed-form
256	16384	4194304	128	128	multi-pass-split	3	1	0	4194304:4194304:1|32768:4194304:128|256:32768:128	30	16	366.209	395.291	439.208	34.413	3604.417	3708.334	3733.584	41.036	215.8805	220.8695	5.0299	closed-form
1024	4	4096	2	2	serial-fold	2	1	0	4096:4096:1|1024:4096:4	30	16	156.250	184.875	200.083	34.106	199.125	228.416	241.125	33.943	2.8583	2.9027	4.5366	reference-checked
1024	4	4096	2	2	single-workgroup-tree	2	2	16	4096:4096:1|2048:6144:4	30	16	154.292	187.208	210.334	33.170	215.500	250.709	263.417	33.506	4.0805	4.2334	4.4451	reference-checked
1024	4	4096	2	2	multi-pass-split	3	1	0	4096:4096:1|2048:4096:2|1024:2048:2	30	16	166.375	187.041	206.291	13.251	212.916	253.750	265.167	22.776	3.1027	4.4473	2.4018	reference-checked
1024	16	16384	4	4	serial-fold	2	1	0	16384:16384:1|1024:16384:16	30	16	173.542	188.541	207.917	43.236	195.166	230.416	241.125	14.893	1.4416	2.7917	3.8752	closed-form
1024	16	16384	4	4	single-workgroup-tree	2	8	32	16384:16384:1|8192:24576:10	30	16	174.416	190.375	208.375	30.795	220.167	257.291	266.375	29.307	3.0501	4.4611	4.0069	closed-form
1024	16	16384	4	4	multi-pass-split	3	1	0	16384:16384:1|4096:16384:4|1024:4096:4	30	16	170.041	192.125	213.375	19.119	218.084	256.292	270.041	21.192	3.2029	4.2778	2.6874	closed-form
1024	32	32768	8	4	serial-fold	2	1	0	32768:32768:1|1024:32768:32	30	16	146.125	172.333	178.875	56.800	243.208	269.833	284.708	27.721	6.4722	6.5000	5.6347	closed-form
1024	32	32768	8	4	single-workgroup-tree	2	16	64	32768:32768:1|16384:49152:18	30	16	145.667	166.875	174.541	10.048	226.709	257.458	265.291	11.199	5.4028	6.0389	1.4164	closed-form
1024	32	32768	8	4	multi-pass-split	3	1	0	32768:32768:1|8192:32768:4|1024:8192:8	30	16	147.458	167.042	174.291	28.057	228.417	261.000	272.584	31.103	5.3973	6.2639	3.9440	closed-form
1024	64	65536	8	8	serial-fold	2	1	0	65536:65536:1|1024:65536:64	30	16	162.750	187.584	196.917	10.128	260.333	283.666	292.416	42.604	6.5055	6.4055	3.5154	closed-form
1024	64	65536	8	8	single-workgroup-tree	2	32	128	65536:65536:1|32768:98304:34	30	16	163.833	189.583	196.125	14.479	311.125	327.292	333.291	7.013	9.8195	9.1806	1.4328	closed-form
1024	64	65536	8	8	multi-pass-split	3	1	0	65536:65536:1|8192:65536:8|1024:8192:8	30	16	163.917	189.959	196.125	31.499	282.208	299.875	305.750	7.375	7.8861	7.3277	2.5916	closed-form
1024	128	131072	16	8	serial-fold	2	1	0	131072:131072:1|1024:131072:128	30	16	178.583	199.083	208.417	25.923	422.208	436.750	557.292	68.177	16.2417	15.8445	6.2733	closed-form
1024	128	131072	16	8	single-workgroup-tree	2	64	256	131072:131072:1|65536:196608:66	30	16	164.875	188.750	199.041	10.949	297.167	306.958	349.291	33.020	8.8195	7.8805	2.9313	closed-form
1024	128	131072	16	8	multi-pass-split	3	1	0	131072:131072:1|16384:131072:8|1024:16384:16	30	16	163.750	186.667	198.250	25.163	297.666	310.417	361.417	28.344	8.9277	8.2500	3.5672	closed-form
1024	256	262144	16	16	serial-fold	2	1	0	262144:262144:1|1024:262144:256	30	16	178.833	203.417	217.959	36.176	442.459	498.958	539.292	30.515	17.5751	19.7027	4.4461	closed-form
1024	256	262144	16	16	single-workgroup-tree	2	128	512	262144:262144:1|131072:393216:130	30	16	198.000	216.541	224.875	8.408	634.000	722.791	742.125	33.811	29.0667	33.7500	2.8146	closed-form
1024	256	262144	16	16	multi-pass-split	3	1	0	262144:262144:1|16384:262144:16|1024:16384:16	30	16	181.792	205.625	214.375	24.241	429.000	486.959	521.375	28.380	16.4805	18.7556	3.5081	closed-form
1024	1024	1048576	32	32	serial-fold	2	1	0	1048576:1048576:1|1024:1048576:1024	30	16	211.709	214.750	221.208	32.159	1158.666	1281.417	1335.083	45.414	63.1305	71.1111	5.1715	closed-form
1024	1024	1048576	32	32	single-workgroup-tree	2	256	1024	1048576:1048576:1|262144:1310720:260	30	16	199.792	204.583	209.875	26.209	1022.750	1116.875	1177.042	38.784	54.8639	60.8195	4.3328	closed-form
1024	1024	1048576	32	32	multi-pass-split	3	1	0	1048576:1048576:1|32768:1048576:32|1024:32768:32	30	16	200.500	205.834	212.583	13.466	1026.459	1149.917	1210.500	57.100	55.0639	62.9389	4.7044	closed-form
1024	2048	2097152	64	32	serial-fold	2	1	0	2097152:2097152:1|1024:2097152:2048	30	16	267.208	281.791	319.375	25.771	2039.959	2143.208	2204.125	51.481	118.1834	124.0945	5.1501	closed-form
1024	2048	2097152	64	32	single-workgroup-tree	2	256	1024	2097152:2097152:1|262144:2359296:264	30	16	248.541	255.250	293.500	16.397	1723.458	1821.292	1863.375	184.589	98.3278	104.4028	13.3991	closed-form
1024	2048	2097152	64	32	multi-pass-split	3	1	0	2097152:2097152:1|65536:2097152:32|1024:65536:64	30	16	243.833	262.042	296.000	48.013	1742.584	1859.958	1906.125	79.066	99.9167	106.5277	8.4719	closed-form
1024	4096	4194304	64	64	serial-fold	2	1	0	4194304:4194304:1|1024:4194304:4096	30	16	387.500	398.375	413.041	9.520	4001.167	4208.125	4238.000	72.435	240.9111	253.9833	5.4636	closed-form
1024	4096	4194304	64	64	single-workgroup-tree	2	256	1024	4194304:4194304:1|262144:4456448:272	30	16	346.667	357.917	370.334	29.526	3381.667	3474.458	3516.458	59.433	202.3333	207.7694	5.9306	closed-form
1024	4096	4194304	64	64	multi-pass-split	3	1	0	4194304:4194304:1|65536:4194304:64|1024:65536:64	30	16	346.500	361.958	378.209	31.554	3393.834	3496.167	3529.458	50.397	203.1556	208.9473	5.4634	closed-form
1024	8192	8388608	128	64	serial-fold	2	1	0	8388608:8388608:1|1024:8388608:8192	30	16	1301.375	1347.334	1391.416	26.151	17914.791	18056.625	18095.083	78.603	1107.5611	1113.9527	6.9836	closed-form
1024	8192	8388608	128	64	single-workgroup-tree	2	256	1024	8388608:8388608:1|262144:8650752:288	30	16	633.083	690.167	743.584	33.828	7216.584	7439.125	7487.958	80.891	438.9001	449.9305	7.6479	closed-form
1024	8192	8388608	128	64	multi-pass-split	3	1	0	8388608:8388608:1|131072:8388608:64|1024:131072:128	30	16	619.916	718.375	819.500	62.413	7090.417	7346.833	7382.750	99.625	431.3667	441.8972	10.8025	closed-form
1024	16384	16777216	128	128	serial-fold	2	1	0	16777216:16777216:1|1024:16777216:16384	30	16	1652.292	1717.875	1790.458	176.278	24133.417	24208.791	24323.917	96.203	1498.7417	1499.3944	18.1654	closed-form
1024	16384	16777216	128	128	single-workgroup-tree	2	256	1024	16777216:16777216:1|262144:17039360:320	30	16	1014.375	1061.458	1143.709	41.560	13794.709	13841.792	13899.625	89.938	852.0223	852.0223	8.7665	closed-form
1024	16384	16777216	128	128	multi-pass-split	3	1	0	16777216:16777216:1|131072:16777216:128|1024:131072:128	30	16	1052.792	1099.959	1180.417	44.595	14410.958	14464.709	14539.958	68.738	890.5444	890.9833	7.5555	closed-form
4096	4	16384	2	2	serial-fold	2	1	0	16384:16384:1|4096:16384:4	30	16	159.750	186.250	192.334	7.584	208.416	232.291	245.583	10.939	3.2444	3.0694	1.2349	closed-form
4096	4	16384	2	2	single-workgroup-tree	2	2	16	16384:16384:1|8192:24576:4	30	16	159.208	186.292	196.042	28.959	313.958	333.875	341.292	37.643	10.3167	9.8389	4.4401	closed-form
4096	4	16384	2	2	multi-pass-split	3	1	0	16384:16384:1|8192:16384:2|4096:8192:2	30	16	177.708	187.333	199.000	20.996	248.500	261.125	269.834	12.811	4.7195	4.9195	2.2538	closed-form
4096	16	65536	4	4	serial-fold	2	1	0	65536:65536:1|4096:65536:16	30	16	148.125	156.792	173.625	9.854	234.209	262.958	271.375	11.721	5.7389	7.0777	1.4383	closed-form
4096	16	65536	4	4	single-workgroup-tree	2	8	32	65536:65536:1|32768:98304:10	30	16	149.375	175.791	194.792	22.047	343.875	375.000	390.333	48.764	12.9667	13.2806	4.7207	closed-form
4096	16	65536	4	4	multi-pass-split	3	1	0	65536:65536:1|16384:65536:4|4096:16384:4	30	16	153.333	162.084	179.375	21.313	261.875	293.583	313.333	25.337	7.2361	8.7666	3.1099	closed-form
4096	32	131072	8	4	serial-fold	2	1	0	131072:131072:1|4096:131072:32	30	16	173.417	194.250	202.375	8.113	331.000	355.333	364.375	28.047	10.5055	10.7389	2.4107	closed-form
4096	32	131072	8	4	single-workgroup-tree	2	16	64	131072:131072:1|65536:196608:18	30	16	180.542	202.250	210.792	24.680	395.292	423.208	431.750	11.026	14.3167	14.7305	2.3804	closed-form
4096	32	131072	8	4	multi-pass-split	3	1	0	131072:131072:1|32768:131072:4|4096:32768:8	30	16	169.667	189.459	198.792	13.748	336.833	357.000	367.875	17.228	11.1444	11.1694	2.0651	closed-form
4096	64	262144	8	8	serial-fold	2	1	0	262144:262144:1|4096:262144:64	30	16	158.666	163.166	167.709	6.061	368.459	436.625	470.708	43.040	13.9862	18.2306	3.2734	closed-form
4096	64	262144	8	8	single-workgroup-tree	2	32	128	262144:262144:1|131072:393216:34	30	16	167.042	171.416	179.084	31.170	521.083	615.250	695.334	69.184	23.6027	29.5889	6.6903	closed-form
4096	64	262144	8	8	multi-pass-split	3	1	0	262144:262144:1|32768:262144:8|4096:32768:8	30	16	161.833	164.792	175.042	25.147	404.375	478.208	530.959	58.222	16.1695	20.8944	5.5579	closed-form
4096	128	524288	16	8	serial-fold	2	1	0	524288:524288:1|4096:524288:128	30	16	200.709	222.584	233.666	30.902	769.750	866.709	907.875	58.578	37.9361	42.9417	5.9653	closed-form
4096	128	524288	16	8	single-workgroup-tree	2	64	256	524288:524288:1|262144:786432:66	30	16	201.250	219.792	224.208	34.725	720.791	781.542	839.541	35.657	34.6361	37.4500	4.6922	closed-form
4096	128	524288	16	8	multi-pass-split	3	1	0	524288:524288:1|65536:524288:8|4096:65536:16	30	16	201.292	218.167	224.375	20.813	672.583	728.416	795.292	38.324	31.4194	34.0166	3.9424	closed-form
4096	256	1048576	16	16	serial-fold	2	1	0	1048576:1048576:1|4096:1048576:256	30	16	220.666	248.125	258.750	12.129	999.375	1049.458	1083.875	42.791	51.9139	53.4222	3.6613	closed-form
4096	256	1048576	16	16	single-workgroup-tree	2	128	512	1048576:1048576:1|524288:1572864:130	30	16	256.791	283.750	295.584	39.027	1560.625	1622.208	1651.417	26.501	86.9223	89.2305	4.3685	closed-form
4096	256	1048576	16	16	multi-pass-split	3	1	0	1048576:1048576:1|65536:1048576:16|4096:65536:16	30	16	231.542	252.125	264.084	10.367	983.667	1059.291	1100.500	46.487	50.1417	53.8111	3.7902	closed-form
4096	1024	4194304	32	32	serial-fold	2	1	0	4194304:4194304:1|4096:4194304:1024	30	16	328.125	357.709	380.167	21.242	3415.500	3508.917	3545.458	61.153	205.8250	210.0805	5.4930	closed-form
4096	1024	4194304	32	32	single-workgroup-tree	2	256	1024	4194304:4194304:1|1048576:5242880:260	30	16	345.625	353.541	369.125	17.658	3383.125	3477.250	3523.458	51.352	202.5000	208.2473	4.6007	closed-form
4096	1024	4194304	32	32	multi-pass-split	3	1	0	4194304:4194304:1|131072:4194304:32|4096:131072:32	30	16	346.250	359.375	391.792	31.531	3472.291	3592.958	3635.292	54.548	208.4027	215.5722	5.7387	closed-form
4096	2048	8388608	64	32	serial-fold	2	1	0	8388608:8388608:1|4096:8388608:2048	30	16	600.250	682.459	719.083	40.288	6820.959	6971.917	7035.041	81.698	414.7139	419.2972	8.1324	closed-form
4096	2048	8388608	64	32	single-workgroup-tree	2	256	1024	8388608:8388608:1|1048576:9437184:264	30	16	589.000	655.166	718.417	52.974	6764.166	6952.667	7022.833	97.699	411.6777	419.8334	10.0449	closed-form
4096	2048	8388608	64	32	multi-pass-split	3	1	0	8388608:8388608:1|262144:8388608:32|4096:262144:64	30	16	611.750	692.458	730.750	35.816	7071.833	7297.959	7336.875	113.607	430.6722	440.3667	9.9615	closed-form
4096	4096	16777216	64	64	serial-fold	2	1	0	16777216:16777216:1|4096:16777216:4096	30	16	1016.250	1088.000	1158.667	51.678	13921.541	14042.250	14208.167	82.917	860.3527	863.6167	8.9730	closed-form
4096	4096	16777216	64	64	single-workgroup-tree	2	256	1024	16777216:16777216:1|1048576:17825792:272	30	16	976.125	1034.542	1113.625	54.971	13355.292	13447.042	13485.125	60.927	825.2778	827.5000	7.7265	closed-form
4096	4096	16777216	64	64	multi-pass-split	3	1	0	16777216:16777216:1|262144:16777216:64|4096:262144:64	30	16	1006.375	1066.375	1158.417	51.298	13672.000	13839.292	13893.041	72.611	844.3750	851.5278	8.2606	closed-form
16384	4	65536	2	2	serial-fold	2	1	0	65536:65536:1|16384:65536:4	30	16	148.250	153.000	188.167	44.184	232.334	261.250	300.458	36.591	5.6056	7.2167	5.3850	closed-form
16384	4	65536	2	2	single-workgroup-tree	2	2	16	65536:65536:1|32768:98304:4	30	16	160.166	177.625	186.666	8.224	644.208	729.000	788.833	57.452	32.2695	36.7583	4.3784	closed-form
16384	4	65536	2	2	multi-pass-split	3	1	0	65536:65536:1|32768:65536:2|16384:32768:2	30	16	147.542	152.583	163.584	32.856	270.958	309.083	355.917	44.970	8.2277	10.4333	5.1884	closed-form
16384	16	262144	4	4	serial-fold	2	1	0	262144:262144:1|16384:262144:16	30	16	173.250	203.416	215.250	13.961	435.916	464.041	502.167	40.258	17.5111	17.3750	3.6146	closed-form
16384	16	262144	4	4	single-workgroup-tree	2	8	32	262144:262144:1|131072:393216:10	30	16	203.041	231.291	240.916	19.505	814.417	902.333	926.291	47.163	40.7584	44.7361	4.4445	closed-form
16384	16	262144	4	4	multi-pass-split	3	1	0	262144:262144:1|65536:262144:4|16384:65536:4	30	16	181.459	207.542	216.792	25.264	450.583	523.833	552.917	27.467	17.9416	21.0861	3.5154	closed-form
16384	32	524288	8	4	serial-fold	2	1	0	524288:524288:1|16384:524288:32	30	16	191.917	217.959	231.708	36.933	650.542	751.667	789.459	44.273	30.5750	35.5805	5.4137	closed-form
16384	32	524288	8	4	single-workgroup-tree	2	16	64	524288:524288:1|262144:786432:18	30	16	216.958	238.083	252.625	11.130	1030.167	1073.375	1138.166	37.120	54.2139	55.6861	3.2167	closed-form
16384	32	524288	8	4	multi-pass-split	3	1	0	524288:524288:1|131072:524288:4|16384:131072:8	30	16	195.959	221.667	233.458	42.942	726.250	806.125	842.959	40.150	35.3527	38.9639	5.5395	closed-form
16384	64	1048576	8	8	serial-fold	2	1	0	1048576:1048576:1|16384:1048576:64	30	16	216.000	227.625	252.583	32.810	930.541	1024.875	1079.667	51.415	47.6361	53.1500	5.6150	closed-form
16384	64	1048576	8	8	single-workgroup-tree	2	32	128	1048576:1048576:1|524288:1572864:34	30	16	252.542	263.334	291.334	36.373	1512.708	1604.208	1635.584	71.652	84.0111	89.3916	7.2017	closed-form
16384	64	1048576	8	8	multi-pass-split	3	1	0	1048576:1048576:1|131072:1048576:8|16384:131072:8	30	16	228.125	237.333	259.416	10.963	1022.542	1119.167	1192.583	53.984	52.9611	58.7889	4.3297	closed-form
16384	128	2097152	16	8	serial-fold	2	1	0	2097152:2097152:1|16384:2097152:128	30	16	273.583	299.125	310.834	36.278	1773.791	1881.792	1932.833	48.101	100.0139	105.5111	5.6253	closed-form
16384	128	2097152	16	8	single-workgroup-tree	2	64	256	2097152:2097152:1|1048576:3145728:66	30	16	286.416	312.000	322.250	11.985	2025.333	2112.125	2139.958	41.346	115.9278	120.0083	3.5554	closed-form
16384	128	2097152	16	8	multi-pass-split	3	1	0	2097152:2097152:1|262144:2097152:8|16384:262144:16	30	16	276.167	300.084	315.666	36.345	1899.625	1946.625	2022.334	68.772	108.2305	109.7694	7.0078	closed-form
16384	256	4194304	16	16	serial-fold	2	1	0	4194304:4194304:1|16384:4194304:256	30	16	371.542	393.791	399.583	23.297	3370.000	3464.333	3496.250	44.779	199.8972	204.7028	4.5384	closed-form
16384	256	4194304	16	16	single-workgroup-tree	2	128	512	4194304:4194304:1|2097152:6291456:130	30	16	505.875	520.500	545.292	41.274	5333.375	5431.833	5456.417	41.290	321.8333	327.4222	5.5043	closed-form
16384	256	4194304	16	16	multi-pass-split	3	1	0	4194304:4194304:1|262144:4194304:16|16384:262144:16	30	16	371.167	396.792	424.041	64.382	3369.709	3493.125	3524.208	123.923	199.9028	206.4222	12.5537	closed-form
16384	1024	16777216	32	32	serial-fold	2	1	0	16777216:16777216:1|16384:16777216:1024	30	16	1014.791	1054.042	1143.667	60.802	13714.334	13902.250	13928.750	67.829	846.6362	856.5472	8.5754	closed-form
16384	1024	16777216	32	32	single-workgroup-tree	2	256	1024	16777216:16777216:1|4194304:20971520:260	30	16	984.667	1022.709	1101.584	49.941	13356.042	13500.791	13539.542	65.413	824.7583	831.8721	7.6902	closed-form
16384	1024	16777216	32	32	multi-pass-split	3	1	0	16777216:16777216:1|524288:16777216:32|16384:524288:32	30	16	1033.750	1084.291	1167.500	48.003	14073.125	14262.584	14429.875	109.797	869.2917	878.5529	10.5200	closed-form
65536	4	262144	2	2	serial-fold	2	1	0	262144:262144:1|65536:262144:4	30	16	186.292	211.041	224.291	25.311	406.708	491.166	514.208	32.960	14.6944	18.6750	3.8847	closed-form
65536	4	262144	2	2	single-workgroup-tree	2	2	16	262144:262144:1|131072:393216:4	30	16	285.000	313.042	323.917	23.921	2058.500	2123.209	2147.667	25.616	118.2333	120.6778	3.3025	closed-form
65536	4	262144	2	2	multi-pass-split	3	1	0	262144:262144:1|131072:262144:2|65536:131072:2	30	16	191.958	215.292	229.583	30.415	505.709	588.958	620.250	61.519	20.9167	24.9111	6.1290	closed-form
